7,20,12.84314779,19.41529214,4,3,78,38,35,32,48,18,60,58,58,17,32,23,22,8,22,2,25,6,37,54
7,18,12.81419377,11.82294066,8,40,11,11,60,66,45,42,8,35,63,63,19,29,42,27,0,12,30,39,69,11
7,19,12.0351342,10.25067564,6,39,8,8,58,69,48,39,5,31,57,61,22,30,42,28,0,15,34,41,65,9
7,19,14.81568304,16.44655354,9,9,76,30,33,39,44,21,56,51,63,18,30,27,26,16,22,0,21,4,40,58
7,18,20.82024177,13.32610961,29,10,49,71,12,13,34,15,20,18,36,4,23,42,47,28,40,5,28,4,46,18
7,14,10.16271366,21.97276892,35,36,20,15,42,30,22,22,42,37,15,48,7,8,14,57,35,18,19,69,18,6
7,13,10.31535239,10.91969638,25,13,39,49,7,78,31,44,63,25,20,30,38,21,0,29,47,24,25,36,51,44
7,15,12.88816545,29.02419741,17,40,54,16,44,18,22,11,48,46,44,50,58,15,30,13,39,31,36,45,38,67
7,19,18.90577399,29.55606578,6,17,47,77,40,18,70,63,19,26,8,25,17,41,11,72,21,11,16,1,78,24
7,19,10.3375545,33.4135596,29,55,37,70,60,44,47,34,66,39,32,14,43,33,19,39,29,0,69,20,59,73
7,18,23.69329593,17.47034745,73,28,33,51,58,0,13,57,21,45,16,31,71,53,3,50,12,4,23,63,32,17
7,16,12.2259548,10,5,2,13,51,47,1,77,4,44,24,42,33,17,50,29,23,21,39,58,73,31,21
7,10,24.00755284,26.80003767,29,38,20,37,20,42,61,13,48,21,58,43,51,23,45,36,14,15,0,28,68,55
7,20,13.95188365,28.86908931,63,73,8,58,52,64,74,45,30,30,10,54,67,29,47,67,38,33,11,32,69,43
7,20,10.4874637,37.48497402,16,16,71,42,64,63,70,6,65,45,26,10,8,36,43,52,30,36,29,58,63,5
7,20,11.35246698,15.90967595,26,45,34,29,32,25,23,43,34,26,48,54,53,16,17,11,27,41,36,15,31,8
7,17,10,37.88747114,70,18,0,68,61,54,57,30,31,5,20,25,47,45,11,18,26,27,20,0,61,18
7,17,10,10.01047833,2,61,55,42,19,26,17,30,50,38,16,8,35,16,24,69,34,23,12,1,64,57
7,16,10.72605145,10,4,61,56,44,17,32,23,28,52,33,11,3,37,17,26,66,30,23,12,2,64,59
7,16,10,37.32037153,65,15,0,78,53,54,54,41,20,2,27,21,50,38,27,25,17,14,35,0,62,19
7,19,10.93263631,40,66,23,11,70,70,59,57,29,21,7,24,29,46,43,10,28,25,32,20,14,73,17
7,18,11.0266834,36.57730934,73,22,0,75,60,58,55,25,29,1,16,22,53,48,10,17,26,35,27,0,54,18
7,18,10.75326164,13.2016823,0,59,59,34,19,26,21,27,59,40,27,11,38,24,17,73,20,17,11,0,65,47
7,18,10.9477646,10.24221306,15,64,53,43,28,19,18,31,61,38,10,11,35,23,24,72,34,18,8,0,60,56
7,19,10.87940002,39.53780533,10,25,76,42,71,57,57,21,67,38,25,12,5,40,40,54,33,24,33,65,51,0
7,19,10.13183877,35.9681879,17,16,72,41,64,49,67,1,60,53,34,1,0,47,38,51,35,37,25,57,56,4
7,17,12.2351824,11.45907257,0,62,59,40,24,25,7,35,44,29,16,11,31,14,22,73,37,16,18,2,51,62
7,15,11.36858129,12.99160368,0,64,65,39,25,24,10,33,54,33,9,6,25,15,24,75,39,17,11,4,76,62
7,16,11.68252918,17.82406867,59,18,34,2,61,28,48,29,6,1,5,4,69,28,12,58,36,11,37,14,39,51
7,19,14.22266109,10.10658102,67,38,43,0,31,25,53,63,17,36,58,17,10,39,36,1,47,35,50,48,1,25
7,20,15.08210758,33.70936164,56,16,41,71,32,25,21,28,67,64,44,37,38,11,20,17,35,8,20,32,40,39
7,19,11.14408025,17.85651682,4,68,62,47,17,12,10,47,52,34,11,14,37,7,16,73,32,21,18,6,61,49
7,14,26.54686506,24.64238759,43,17,51,26,44,18,41,25,22,56,8,47,45,47,32,22,31,4,47,6,65,27
7,15,14.60837608,18.30963679,48,64,58,6,6,50,69,37,49,9,19,34,34,24,31,62,13,50,4,23,71,30
7,19,10,10.89114558,0,48,57,40,17,15,18,42,43,21,5,13,37,16,5,73,33,27,11,16,72,45
7,13,27.2267334,24.33022741,45,21,54,24,47,15,41,23,15,47,16,49,40,50,32,28,31,0,44,8,73,37
7,18,17.47041097,23.72608322,65,26,4,8,3,69,5,49,51,59,18,51,8,18,5,66,8,26,28,11,31,58
7,19,12.01370548,34.58681956,50,24,34,59,33,27,16,42,63,71,34,38,35,5,13,17,22,5,18,24,38,29
7,17,17.30435191,22.48109151,66,30,3,13,3,68,0,49,51,56,18,50,8,22,8,64,5,26,29,7,33,58
7,15,15.32578164,14.62630202,64,44,44,5,12,31,28,17,28,8,9,32,10,5,10,33,41,23,20,39,16,45
7,17,13.06455931,16.21321061,57,13,30,9,70,33,57,23,7,0,1,2,68,33,14,58,41,15,38,12,35,53
7,20,14.01352976,31.40972407,47,0,41,69,32,27,28,33,64,58,54,32,36,3,3,26,31,11,15,33,46,31
7,17,15.91802207,24.36619596,64,38,3,6,8,68,0,49,44,50,16,47,10,25,3,68,0,19,34,6,32,64
7,17,17.21707383,22.54045582,66,29,2,13,3,67,0,49,51,57,18,51,9,22,9,63,6,25,30,6,32,58
7,15,10,18.81405858,51,20,34,0,54,28,51,21,4,10,11,0,68,28,13,60,36,24,38,10,28,52
7,20,11.47592934,11.19506374,3,38,63,46,16,13,15,40,37,16,0,7,37,12,0,72,42,32,19,7,78,50
7,19,15.68179885,10.37867909,70,27,45,27,3,8,23,43,21,1,3,39,17,11,16,3,27,17,12,52,16,72
7,20,11.77180943,11.96270021,74,19,41,22,2,10,28,15,12,5,10,57,14,30,1,1,26,27,18,50,11,77
7,19,17.61601932,22.44653305,66,25,5,10,4,69,6,47,50,60,19,50,9,17,5,68,9,26,27,9,28,58
7,17,16.55145153,16.94989198,60,47,42,31,2,1,31,51,2,2,16,42,6,1,42,26,17,3,16,44,18,45
7,18,10.65774288,14.4289074,70,5,32,22,71,23,48,23,20,0,22,8,70,51,22,51,42,25,36,7,45,51
7,17,13.5993995,15.78201678,56,10,31,7,69,33,57,23,7,0,1,2,68,34,14,59,42,15,38,11,36,53
7,20,14.43705194,35.14827798,34,78,52,4,70,59,31,58,1,8,58,36,31,60,20,44,25,30,2,63,52,44
7,18,17.33906964,23.07663957,65,25,2,14,7,68,0,45,54,57,17,45,7,19,3,64,6,31,29,5,37,57
7,19,17.94636162,20.04316935,63,34,31,42,0,25,24,14,29,29,30,23,26,1,37,4,38,28,5,20,18,59
7,20,21.76541461,17.1379767,42,30,42,31,57,47,12,53,16,33,18,25,76,30,18,29,4,51,23,32,73,26
7,19,20.3994406,14.38524233,15,58,44,68,52,33,38,57,57,5,13,17,54,8,20,43,15,5,37,2,19,77
7,20,14.72563895,35.40125778,35,77,51,3,69,59,32,58,0,9,58,35,31,60,22,44,26,28,2,63,52,45
7,18,16.39927034,22.70719316,67,33,0,11,4,70,7,50,50,59,8,46,8,17,8,64,6,25,30,9,37,58
7,18,10.22995587,27.28576517,36,66,16,12,11,33,53,42,57,49,18,35,43,29,60,2,27,36,12,49,45,40
7,20,11.00463637,36.17046151,12,14,72,43,65,65,69,5,63,47,22,7,7,37,46,52,31,37,28,59,62,2
7,17,12.18419164,17.32183117,75,20,22,20,60,33,57,21,11,0,0,3,78,27,10,45,43,5,35,26,30,61
7,19,21.99204995,17.93464003,43,33,45,31,51,41,14,47,6,41,26,23,77,37,18,38,4,49,20,23,75,16
7,18,10,40,64,21,10,69,56,56,49,37,42,1,21,34,43,52,5,18,36,22,18,4,66,19
7,14,10,20.38929553,78,17,29,8,32,0,67,67,47,48,31,45,40,29,25,25,28,39,2,26,5,39
7,14,30,17.75263493,48,6,43,23,47,13,57,35,28,55,0,42,60,45,44,13,38,0,50,0,78,23
7,16,27.27377199,22.17258056,51,19,49,31,38,31,37,24,36,45,0,60,45,39,30,28,35,1,47,2,62,25
7,20,16.81140044,20.30188295,11,72,4,19,13,47,19,69,18,62,24,33,59,16,0,58,38,42,0,35,61,66
7,18,21.31256484,17.69018644,38,20,33,44,57,61,11,54,23,40,19,25,78,34,24,25,8,35,25,20,72,16
7,15,17.80978707,20.73451959,61,39,11,16,11,73,4,36,58,51,28,47,14,30,6,74,12,12,30,6,27,62
7,18,10.71141826,32.46465118,78,23,0,52,58,60,69,21,25,7,27,31,44,36,19,31,10,25,18,0,51,25
7,14,27.21430972,23.65545081,45,15,50,22,43,14,41,27,23,59,7,49,47,48,30,21,30,5,49,3,65,26